呵	口可kk
丛	一从ac｜人一ra
琮	王宗wz
悰	忄宗xz
骢	马心mx｜.mz
枞	木从mc
璁	王悤wc｜王心wx
淙	氵宗dz
匆	勿丶wd
囱	丿一ph｜丿夕px
苁	艹从cc
凑	冫奏dz
腠	月奏oz
辏	车奏iz
粗	米且mq
醋	酉昔yx
促	亻足rz
簇	𥫗族vz
蹙	足戚zq｜足小zx
猝	犭卒qz
殂	歹且dq
徂	彳且xq
卒	亠十wu｜十从uc
蔟	艹族cz
窜	穴串xi｜宀串bi
蹿	足窜zc
汆	入水ru｜水入ur
篡	竹厶vs
爨	火大hd｜𦥑火jh｜丿丶pd
攒	扌赞fz
撺	扌窜fc
镩	钅窜jc
催	亻崔rc
崔	山隹uv
脆	月危ow
翠	羽卒yz
萃	艹卒cz
摧	扌崔fc
淬	氵卒dz
粹	米卒mz
毳	毛毛mm
璀	王崔wc
悴	忄卒xz
瘁	疒卒bz
漼	氵崔dc
榱	木衰mu
寸	亅丶ad
存	ナ子uz｜子丨za
村	木寸mc
邨	耳屯et
皴	皮夋pj｜皮夊pw
忖	心寸xc
错	金昔jx
搓	扌差fi
挫	扌坐fz
措	扌昔fx
锉	金坐jz
厝	厂昔ix
撮	扌最fz
蹉	足差zi
矬	矢坐uz
痤	疒坐bz
瑳	王差wi
嵯	山差ui
鹾	卤差li
磋	石差ui
脞	月坐oz
莝	艹坐cz
打	扌丁fd
答	竹合vh
达	辶大zd
搭	扌荅fd｜扌合fh
哒	口达kd
妲	女旦nd
鞑	革达gd
怛	心旦xd
沓	日水ou｜水日uo
炟	火旦hd
跶	足达zd
笪	𥫗旦vd
耷	耳大ed｜大耳de
靼	革旦gd
垯	土达td
瘩	疒荅bd｜疒合bh
褡	衤荅yd｜衤合yh
荙	艹达cd
鿎	石达ud
𨱏	.jd｜钅合jh
𫟼	金达jd
带	巾冖jb
代	亻弋ry
待	彳寺xs
呆	口木km
戴	戈共gg｜戈異gy
贷	贝代bd
袋	衣代yd
黛	黑代hd
逮	辶隶zl
岱	山代ud
殆	歹台dt
迨	辶台zt
歹	一丶ad｜一夕ax
玳	王代wd
傣	亻泰rt
怠	心台xt｜厶心sx
绐	纟台st
埭	土隶tl
轪	车大id
骀	马台mt
叇	云逮yd
垈	土代td
但	亻旦rd
蛋	虫疋ip｜疋虫pi
弹	弓单gd
淡	氵炎dy
丹	丿丶pd
氮	气炎qy
胆	月旦od
担	扌旦fd
旦	日一oa
啖	口炎ky
澹	氵詹dv｜氵言dy
亶	亠旦wd
石	丿口pk｜口丿kp
诞	言延yy
耽	耳乚eg｜耳冘ey
儋	亻詹rv｜亻言ry
聃	耳冉er
殚	歹单dd
疍	疋旦pd
箪	竹单vd
憺	忄詹xv｜忄言xy
膻	月亶od
瘅	疒单bd
眈	目乚og｜目冘oy
萏	艹臼cj｜艹臽cx
赕	贝炎by
郸	耳单ed
𫢸	亻单rd
𬘘	.sg｜纟冖sb
当	⺌彐xx
党	⺌兄xx
档	木当md
挡	扌当fd
裆	衤当yd
荡	艹汤ct
宕	宀石bu
砀	石𠃓uy
凼	凵水ku｜水凵uk
珰	王当wd
谠	讠党yd
菪	艹宕cd｜艹石cu
垱	土当td
筜	𥫗当vd
𣗋	木党md
𬍡	.yt｜汤玉ty
到	刂至dv
道	辶首zu
刀	𠃌丿gp｜丿𠃌pg
倒	亻到rd
岛	{鸟去一}山nu｜山{鸟去一}un
导	寸巳cs｜巳寸sc
盗	皿次mc
叨	口刀kd
氘	气リqp｜气丨qa
稻	禾臼hj｜禾舀hy
捣	扌岛fd
悼	忄卓xv
纛	毒縣dx｜龶系fx
蹈	足臼zj｜足舀zy
祷	示寿uu
捯	扌到fd
忉	忄刀xd
舠	舟刀vd
鱽	鱼刀yd
的	白勺bu
得	彳寸xc
地	土也ty
德	彳心xx
锝	金寸jc
嘚	口得kd
扽	扌屯ft
等	竹寺vs
灯	火丁hd
登	癶豆dd
邓	耳又ey｜又阝ye
蹬	足登zd
凳	几登jd
瞪	目登od
噔	口登kd
镫	金登jd
戥	戈星gx
磴	石登ud
嶝	山登ud
璒	王登wd
第	𥫗丿vp
低	亻氐rd
滴	氵啇dd｜氵古dg
帝	巾冖jb｜亠巾wj｜{立}巾lj
迪	辶由zy
敌	攵舌wu｜舌攵uw
蒂	艹帝cd
抵	扌氐fd
笛	𥫗由vy
递	辶弟zd
狄	犭火qh
镝	.jd｜金古jg
氐	𠂆丶pd｜氏丶ud
嫡	女啇nd｜女古ng
堤	土是tu
骶	骨氐gd
邸	耳氐ed
碲	石帝ud
嘀	口啇kd｜口古kg
睇	目弟od
禘	示帝ud
谛	讠帝yd
籴	入米rm
砥	石氐ud
鞮	革是gu
涤	氵条dt
荻	艹狄cd
菂	艹的cd
娣	女弟nd
诋	言氐yd
觌	见卖jm
羝	羊氐yd
翟	羽隹yv
髢	髟也iy
缔	纟帝sd
踶	足是zu
提	扌是fu
玓	王勺wu
䃅	石单ud
䗖	虫带id
𤧛	王帝wd
𬱖	由页yy
嗲	口爹kd
点	灬占hv
店	广占gv
电	丨乚ag｜日乚og
垫	土执tv
碘	石典ud
殿	殳共ug
颠	页真yv
典	八一ba｜八{典上}bd
滇	氵真dv
掂	扌店fd
簟	竹覃vt
癫	疒颠bd
巅	山颠ud
奠	大酋dq｜酋大qd
靛	青定qd
踮	足店zd
淀	氵定dd
玷	王占wv
惦	忄店xd
坫	土占tv
癜	疒殿bd｜疒殳bu
扂	户占hv
琔	王定wd
掉	扌卓fv
吊	口巾kj
屌	尸吊ud
叼	口刁kd
钓	金勺ju
雕	周隹vv
刁	𠃌一ga
貂	豸召vv
凋	冫周dv
鲷	鱼周yv
碉	石周uv
窎	穴鸟xn｜.bn
铞	钅吊jd
汈	氵刁dd
跌	足失zu
爹	父多fd
叠	.qr｜.qu｜.yy
碟	石木um｜石枼uy
蝶	虫木im｜虫枼iy
迭	辶失zu
谍	言木ym
牒	片木pm｜爿枼py
鲽	鱼木ym
喋	口木km｜口枼ky
堞	土木tm｜土枼ty
瓞	瓜失gu
耋	老至lv
垤	土至tv
绖	纟至sv
蹀	足木zm
𫶇	山带ud
定	宀疋bp
顶	页丁yd｜丁页dy
盯	目丁od
订	言丁yd
钉	钅丁jd
鼎	目乛oa｜目{鼎去目}od
叮	口丁kd
碇	石定ud
腚	月定od
锭	钅定jd
玎	王丁wd
啶	口定kd
酊	酉丁yd
仃	亻丁rd
疔	疒丁bd
耵	耳丁ed
萣	艹定cd
丢	丿去pq｜丿厶ps
铥	金丢jd
懂	心董xd
动	力云ly｜云力yl
东	一丶ad｜七小qx
洞	氵同dt
冻	冫东dd
冬	夂丶wd
董	艹重cv
栋	木东md
咚	口冬kd
氡	气冬qd
鸫	鸟东nd
胴	月同ot
峒	山同ut
恫	忄同xt
硐	石同ut
岽	山东ud
垌	土同tt
胨	月东od
𬟽	虫东id
都	耳者ev
斗	冫十du
抖	扌斗fd
豆	一一aa｜一䒑aq
逗	辶豆zd
兜	儿コek｜白儿be
痘	疒豆bd
陡	阝走ez
窦	穴卖xm｜宀卖bm
读	讠卖ym
蔸	艹兜cd｜艹儿ce
蚪	虫斗id
钭	金斗jd
篼	𥫗兜vd｜𥫗儿ve
度	广又gy
赌	贝者bv
堵	土者tv
杜	木土mt
独	犭虫qi
渡	氵度dd
督	目叔ou
肚	月土ot
镀	钅度jd
笃	𥫗马vm
嘟	口都kd
蠹	一虫ai｜虫石iu
睹	目者ov
妒	女户nh
犊	牛卖nm
椟	木卖mm
牍	片卖pm
阇	门者mv
厾	乙去yq｜乛丶zd
芏	艹土ct
黩	黑卖hm
髑	骨虫gi｜骨蜀gu
𬭊	金杜jd
端	立而le
段	{段左}殳du
短	矢豆ud
断	斤𠃊ja｜斤米jm｜斤𠃊jv
椴	木段md
锻	钅段jd
缎	纟段sd
煅	火段hd
塅	土段td
簖	竹断vd
瑖	王段wd
对	寸又cy｜又寸yc
队	耳人er
怼	心对xd
堆	土隹tv
碓	石隹uv
祋	示殳uu
吨	口屯kt
盾	𠂆目po
炖	火屯ht
惇	忄享xx
墩	土敦td
遁	辶盾zd
钝	金屯jt
趸	足万zw
囤	口屯kt
盹	目屯ot
沌	氵屯dt
礅	石敦ud
蹾	足敦zd
砘	石屯ut
多	夕夕xx
躲	身朵ud
夺	大寸dc｜寸大cd
剁	朵刂dd
朵	木几mj｜几木jm
舵	舟它vt
跺	足朵zd
铎	钅{丰}jf
哆	口多kd
踱	足度zd
惰	忄月xo
垛	土朵td
咄	口出ki
掇	扌双fu｜扌叕fv
埵	土垂ti
亸	单享dx｜享单xd
驮	马大md
哚	口朵kd
剟	刂双du｜刂叕dv
裰	衤双yu｜衤叕yv
饳	食出ui
㙍	土叕tv
额	页客yk
恶	心亚xy
呃	口厄ke
俄	亻我rw
饿	饣我uw
鹅	鸟我nw
厄	厂⺋ie
讹	言化yh
鳄	鱼咢ye｜鱼亏yk
鄂	阝咢ee｜耳亏ek
娥	女我nw
颚	页咢ye｜页亏yk
腭	月咢oe｜月亏ok
锇	钅我jw
扼	扌厄fe
轭	车厄ie
莪	艹我cw
遏	辶曷zh
谔	言咢ye｜言亏yk
屙	尸阿ua
萼	艹咢ce｜艹亏ck
锷	釒咢je｜釒亏jk
鹗	.ne｜鸟亏nk
愕	忄咢xe｜忄亏xk
峨	山我uw
涐	氵我dw
垩	土亚ty
崿	山咢ue
噩	王口wk
哦	口我kw
婀	女阿na
苊	艹厄ce
𥔲	.ue｜石亏uk
𫫇	口恶ke
嗯	口恩ke
恩	心因xy
摁	扌恩fe
蒽	艹恩ce
而	一丨aa
二	一一aa
儿	丿乚pg
耳	一一aa
尔	刀小dx｜小刀xd
贰	贝弋by｜弋贝yb
饵	饣耳ue
迩	辶尔ze
铒	金耳je
珥	王耳we
鸸	鸟而ne
洱	氵耳de
鲕	鱼而ye
耏	彡而pe
陑	阝而ee
咡	口耳ke
发	𠃋又ay
法	氵去dq
伐	亻戈rg
罚	罒刂sd
阀	门伐mf
乏	丿之pv
筏	𥫗伐vf
珐	王去wq
垡	土伐tf
砝	石去uq
反	𠂆又py
饭	饣反uf
翻	羽番yf
犯	犭⺋qe
范	艹⺋ce｜艹氾cf
泛	氵乏df
凡	丶几dj｜几丶jd
番	丿田pt
烦	火页hy
返	辶反zf
帆	巾凡jf
藩	艹番cf｜艹潘cp
繁	糸敏sm
梵	林凡lf｜凡林fl｜木凡mf
樊	大木dm
贩	贝反bf
钒	金凡jf
矾	石凡uf
幡	巾番jf
燔	火番hf
氾	氵⺋de
蘩	艹繁cf
璠	王番wf
蹯	足番zf
畈	田反tf
墦	土番tf
𫔍	钅番jf
𬸪	.nf｜番鸟fn
放	攵方wf｜方攵fw
方	丶万dw
防	耳方ef
仿	亻方rf
坊	土方tf
芳	艹方cf
访	讠方yf
钫	钅方jf
昉	日方of
纺	纟方sf
鲂	鱼方yf
妨	女方nf
肪	月方of
舫	舟方vf
邡	耳方ef
牥	牛方nf
非	丨一aa
费	贝弗bf｜弗贝fb
飞	乙丶yd
肺	目巿of｜目巾oj
废	广发gf
肥	月巴ob
菲	艹非cf
匪	匚非kf
绯	纟非sf
斐	文非wf
吠	口犬kq
沸	氵弗df
啡	口非kf
霏	雨非yf
榧	木匪mf
扉	户非hf
腓	月非of
淝	氵肥df
蜚	虫非if
镄	钅费jf
诽	讠非yf
痱	疒非bf
翡	羽非yf
狒	犭弗qf
鲱	鱼非yf
悱	忄非xf
芾	艹巿cf｜艹巾cj
棐	木非mf
剕	刂非df
篚	竹匪vf
𬴂	马非mf
分	八刀bd｜刀八db
粉	米分mf
坟	土文tw
芬	艹分cf
粪	米共mg
焚	火林hl
汾	氵分df
酚	酉分yf
忿	心分xf
愤	忄贲xb
奋	大田dt
偾	亻贲rb
纷	纟分sf
氛	气分qf
棻	艹木cm｜木分mf
棼	分林fl｜木分mf
鲼	鱼贲yb
瀵	氵共dg｜氵異dy
翂	羽分yf
吩	口分kf
鼢	鼠分uf
豮	豕贲ub
𣸣	氵贲db
风	几㐅ji
封	寸圭cg
冯	冫马dm
峰	山丰uf
疯	疒风bf
缝	纟逢sf
奉	𡗗𰀁ff
逢	辶丰zf
锋	钅丰jf
丰	一丨aa
凤	几又jy
枫	木风mf
蜂	虫丰if
俸	亻奉rf
沣	氵丰df
讽	言风yf
葑	艹封cf
沨	氵风df
烽	火丰hf
酆	阝豆ed｜阝豐ef
唪	口奉kf
砜	石风uf
崶	山封uf
赗	贝冒bm
否	口不kb
缶	丿一pa｜𠂉凵rk｜午凵wk
负	⺈贝db
附	耳付ef
服	月又oy
付	亻寸rc
福	示畐uf｜示田ut
府	广付gf
复	𠂉夂rw｜夂日wo
富	宀畐bf｜宀田bt
夫	一大ad｜二人er
赴	走卜zb
父	八㐅bi｜丿丶pd
扶	扌夫ff
氟	气弗qf
赋	贝武bw
弗	乛丨aa
符	𥫗付vf
伏	亻犬rq
傅	亻寸rc｜亻尃rf
幅	巾畐jf｜巾田jt
敷	攵方wf
芙	艹夫cf
斧	父斤fj｜斤父jf
釜	父一fa｜父金fj｜父䒑fq
腹	月复of
浮	氵孚df
辅	车甫if
妇	女𫜹nx
甫	一丶ad
覆	覀復xf
抚	扌无fw
腐	广肉gr｜肉府rf
缚	纟寸sc｜纟尃sf
俘	亻孚rf
俯	亻府rf
腑	月府of
辐	车畐if｜车田it
孚	爫子vz｜子爫zv
孵	卵孚lf
阜	丿十pu｜十口uk｜𠂤十vu
凫	几鸟jn｜鸟几nj
肤	月夫of
蝠	虫畐if｜虫田it
祓	示犮ub｜示又uy
脯	月甫of
芣	艹不cb
黼	业甫yf｜甫㡀fb
鄜	耳鹿el
馥	禾复hf｜香复xf
涪	氵口dk｜氵咅dp
桴	木孚mf
黻	业犮yb｜业又yy｜犮㡀bb
苻	艹付cf
拊	扌付ff
麸	麦夫mf
郛	耳孚ef
玞	王夫wf
簠	𥫗盙vf｜𥫗皿vm
绂	纟犮sb｜纟又sy
宓	宀必bb
跗	足付zf
茯	艹伏cf
赙	贝寸bc｜贝尃bf
趺	足夫zf
茀	艹弗cf
蝮	虫复if
稃	禾孚hf
匐	勹畐gf｜勹田gt
罘	罒不sb
驸	马付mf
怫	忄弗xf
呋	口夫kf
袱	衤伏yf
洑	氵伏df
鲋	鱼付yf
菔	艹服cf
滏	氵釜df
咐	口付kf
幞	巾丶jd｜巾夫jf｜巾菐jp
绋	纟弗sf
蚨	虫夫if
韨	.wb
琈	王孚wf
讣	讠卜yb
蜉	虫孚if
砆	石夫uf
㳇	氵父df
𫓧	钅夫jf
𫖯	.yv｜兆页vy
尬	尤介yj
嘎	口戛kg
噶	口葛kg
伽	亻加rj
尕	小乃xn｜乃小nx
钆	钅乚jg
咖	口加kj
旮	九日jo
尜	小小xx
轧	车乚ig
戛	一戈ag｜戈目go
该	讠亥yh
改	攵己wj｜己攵jw
钙	钅丐jg
概	木既mj
丐	一㇉ag
垓	土亥th
陔	耳亥eh
溉	氵既dj
赅	贝亥bh
荄	艹亥ch
戤	戈盈gy
晐	日亥oh
𬮿	阝岂eq
感	咸心xx
干	一丨aa
敢	攵耳we
肝	月干og
杆	木干mg
赶	走干zg
甘	一一aa｜廿一ca
柑	木甘mg
淦	氵金dj
赣	丶丶dd｜章贝vb
苷	艹甘cg
擀	扌幹fg
绀	纟甘sg
竿	竹干vg
尴	尤监yj
橄	木敢mg
秆	禾干hg
酐	酉干yg
鳡	鱼感yg
玕	王干wg
矸	石干ug
泔	氵甘dg
坩	土甘tg
疳	疒甘bg
澉	氵敢dg
虷	虫干ig
㽏	甘洽gq
刚	刂冈dg
岗	山冈ug
杠	木工mg
缸	缶工fg
钢	钅冈jg
纲	纟冈sg
肛	月工og
冈	冂㐅ki
罡	罒正sv
扛	扌工fg
戆	心贝xb｜心赣xg
冮	冫工dg
堽	土罡tg｜土正tv
筻	𥫗更vg
㭎	木冈mg
鿍	.tf｜.tj
高	亠口wk
搞	扌高fg
稿	禾高hg
告	口⺧kn｜⺧口nk
膏	月高og｜月口ok｜亠月wo
糕	米羔mg
镐	钅高jg
诰	讠告yg
锆	金告jg
郜	耳告eg
缟	纟高sg
睾	丿十ps｜丿幸px
藁	艹木cm｜木蒿mh
杲	日木om
篙	𥫗高vg
槔	木皋mg｜木十mu
羔	灬羊hy
槁	木高mg
筶	𥫗告vg
个	人丨ra｜丿丨pa
各	夂口wk
哥	可可kk
歌	欠哥qg
格	木各mg
割	刂害dh
隔	耳鬲eg
咯	口各kg
搁	扌阁fg
戈	一点ad
葛	艹曷ch
阁	门各mg
铬	金各jg
鸽	鸟合nh
嗝	口鬲kg
膈	月鬲og
鬲	一丨aa｜一{羊}ay
胳	月各og
蛤	虫合ih
骼	骨各gg
舸	舟可vk
圪	土乞tq
饹	食各ug
滆	氵鬲dg
袼	衤各yg
合	人口rk
虼	虫乞iq
塥	土鬲tg
给	纟合sh
跟	足艮zg
根	木艮mg
艮	乛丶ad｜{艮}gf｜乛丶vd｜彐衣xy
亘	一一aa｜一旦ad
茛	艹艮cg
更	一丶ad｜一{更下}ag
梗	木更mg
羹	羔美gm｜羊美ym
耿	耳火eh
耕	耒井lj
庚	广丶gd｜广{庚内}gg｜广人gr
埂	土更tg
哽	口更kg
赓	贝庚bg｜庚贝gb
鲠	鱼更yg
浭	氵更dg
颈	页工yg
绠	纟更sg
鹒	鸟庚ng
𬒔	石肯uk
共	龷八cb｜八龷bc
供	亻共rg
弓	乛㇉ag｜乛㇉vg
工	一一aa
公	厶八sb｜八厶bs
宫	宀吕bl
攻	工攵gw｜攵工wg
功	力工lg｜工力gl
拱	扌共fg
龚	龙共lg
汞	工水gu｜水工ug
贡	贝工bg｜工贝gb
恭	共心gx｜⺗共xg
巩	工凡gf
躬	身弓ug
肱	月厷oh｜月厶os
觥	角光jg
珙	王共wg
䢼	耳共eg
狗	犭句qj
够	句多jd｜夕句xj
勾	勹厶gs
钩	钅勾jg
购	贝勾bg
沟	氵勾dg
苟	艹句cj
构	木勾mg
垢	土后th
篝	𥫗冓vg
遘	辶冓zg｜辶冉zr
彀	殳弓ug｜弓殳gu
诟	讠后yh
觏	见冉jr
媾	女冓ng｜女冉nr
枸	木句mj
雊	隹句vj
鞲	革冓gg｜革冉gr
句	口勹kg
笱	竹句vj
缑	纟侯sh
岣	山句uj
耇	耂句lj
故	攵古wg
股	月殳ou
古	十口uk
鼓	支豆vd｜士支uv
骨	{骨头}月go｜月冖ob｜月{骨头}og
顾	页厄ye
钴	金古jg
雇	户隹hv
孤	子瓜zg
固	囗古kg
菇	艹姑cg
姑	女古ng
蛊	虫皿im｜皿虫mi
箍	𥫗匝vz
估	亻古rg
咕	口古kg
瞽	目鼓og
沽	氵古dg
菰	艹孤cg
诂	言古yg
辜	十辛ux｜辛古xg
毂	车殳iu｜殳车ui
榖	木殳mu｜殳木um
觚	角瓜jg
贾	贝覀bx｜覀贝xb
酤	酉古yg
锢	钅固jg
崮	山固ug
堌	土固tg
蛄	虫古ig
罟	罒古sg
鹘	骨鸟gn
轱	车古ig
牯	牛古ng
梏	木告mg
鲴	鱼固yg
呱	口瓜kg
痼	疒固bg
鸪	鸟古ng
羖	羊殳yu
瀔	.dg｜氵殳du
臌	月鼓og
馉	饣骨ug
牿	牛告ng
蓇	艹骨cg
𦙶	月古og
挂	扌圭fg
刮	刂舌du
瓜	𠂆丶pd
卦	卜圭bg
寡	宀分bf
剐	刂呙dg｜刂内dn
胍	月瓜og
褂	衤卦yg
鸹	鸟舌nu
诖	言圭yg
怪	心圣xu
乖	丿北pb｜千北qb
拐	扌另fl
夬	乛大ad｜乛丶vd
掴	扌国fg
管	𥫗官vg
关	䒑大qd｜八天bt
官	宀㠯bg｜宀コbk
观	见又jy｜又见yj
馆	食官ug
冠	冖寸bc
灌	氵隹dv
罐	缶隹fv
棺	木官mg
贯	贝毌bm｜毌贝mb
惯	心贯xg
倌	亻官rg
掼	扌贯fg
瓘	王隹wv
祼	示果ug
鹳	鸟隹nv
琯	王官wg
鳏	.yd
筦	竹完vw
爟	.hg｜火隹hv
盥	𦥑皿jm｜水皿um
涫	丶官dg
纶	纟仑sl
莞	艹完cw
鳤	鱼管yg
蒄	艹冠cg
光	儿一ea｜小兀xw
逛	辶狂zk
咣	口光kg
洸	氵光dg
桄	木光mg
犷	犭广qg
胱	月光og
垙	土光tg
珖	王光wg
𨐈	车光ig
贵	贝一ba｜中贝vb
归	丨𫜹ax｜刂彐dx
鬼	丿丶pd｜丿厶ps
柜	木巨mj
跪	足危zw
轨	车九ij
硅	石圭ug
龟	⺈电dd
桂	木圭mg
圭	土土tt
规	夫见fj｜见夫jf
诡	讠危yw
瑰	王鬼wg
珪	王圭wg
簋	𥫗皿vm
癸	癶天dt｜天丶td
妫	女为nw
邽	耳圭eg
刿	刂岁ds
晷	日咎oj｜日口ok
闺	门圭mg
桧	木会mh
刽	刂会dh
鬶	规鬲gg
宄	宀九bj
庋	广支gv
匦	匚轨kg
皈	白反bf
炅	日火oh
姽	女危nw
筀	𥫗圭vg
滚	氵衮dg
鲧	鱼系yx
辊	车昆ik
衮	六𧘇ly｜衣公yg｜亠𧘇wy
绲	纟昆sk
磙	石衮ug
过	辶寸zc
国	口玉ky
锅	钅呙jg｜钅内jn
郭	耳享ex
果	丨丶ad｜田木tm
裹	亠𧘇wy｜衣果yg
粿	米果mg
虢	虎寸hc｜虎寽hl｜爫虎vh
椁	木享mx
馘	首或uh
腘	月国og
馃	食果ug
崞	山享ux
帼	巾国jg
蝈	虫国ig
蜾	虫果ig
涡	氵呙dg｜氵内dn
埚	土呙tg｜土内tn
𬇹	氵国dg
哈	口合kh
还	辶不zb
海	氵每dm
害	宀口bk
氦	气亥qh
孩	子亥zh
亥	亠人wr｜丶丶dd
嗐	口害kh
醢	酉皿ym
骇	马亥mh
骸	骨亥gh
咳	口亥kh
咍	口台kt
胲	月亥oh
含	人口rk｜口今kj
喊	口咸kx
汉	氵又dy
韩	十韦uw｜韦龺wu
汗	氵干dg
寒	宀丶bd
邯	耳甘eg
函	凵氺ku｜了凵lk
憨	心敢xg
焊	火旱hh
旱	日干og
焓	火含hh
悍	忄旱xh
罕	冖干bg
涵	氵函dh
翰	羽龺yu｜龺羽uy
憾	心感xg
酣	酉甘yg
撼	扌感fg
瀚	氵翰dh
颔	页含yh
晗	日含oh
捍	扌旱fh
蚶	虫甘ig
鼾	鼻干bg
扞	扌干fg
菡	艹函ch
邗	耳干eg
琀	王含wh
暵	日𦰩oh
顸	页干yg｜干页gy
撖	扌敢fg
浛	氵含dh
㘎	.kk
垾	土旱th
崡	山函uh
嵅	山咸ux
蔊	艹焊ch
行	彳丁xd｜彳亍xi
杭	木亢mk
航	舟亢vk
沆	氵亢dk
颃	页亢yk｜亢页ky
绗	纟行sx
巷	巳共sg｜共巳gs
吭	口亢kk
好	女子nz
号	口丂kk
薅	艹辱cr
耗	耒毛lm
浩	氵告dg
豪	豕冖ub｜亠豕wu
壕	土豪th
嚎	口豪kh
郝	耳赤ei
蚝	虫毛im
皓	白告bg
蒿	艹高cg
毫	毛冖mb｜亠毛wm
昊	日天ot
皞	白皋bg｜白十bu
濠	氵豪dh
灏	.dy
鄗	耳高eg
淏	氵昊dh｜氵天dt
嗥	口皋kg｜口十ku
颢	页景yj
嚆	口高kg｜口蒿kh
和	禾口hk
核	木亥mh
盒	皿合mh
何	亻可rk
河	氵可dk
贺	贝加bj
鹤	鸟隹nv
赫	赤赤ii
荷	艹何ch
禾	丿丶pd｜丿木pm
阖	门盍mh｜门皿mm
龁	齿乞iq
嗬	口荷kh
褐	衤曷yh
曷	日𠃊oa
郃	阝合eh
盍	皿去mq
涸	氵固dg
诃	言可yk
鹖	鸟曷nh
劾	力亥lh
盉	禾皿hm｜皿禾mh
壑	土又ty
吓	口下kx
龢	禾冊hc｜禾龠hy
菏	艹河ch
饸	饣合uh
翮	羽鬲yg
翯	羽高yg
阂	门亥mh
垎	土各tg
鞨	革曷gh
𬌗	牙合yh
黑	丨丶ad｜灬一ha
𬭶	金黑jh
很	彳艮xg
恨	忄艮xg
狠	犭艮qg
痕	疒艮bg
𬣳	讠艮yg
哼	口亨kh
横	木黄mh
恒	心亘xg
衡	彳丁xd｜彳亍xi
珩	王行wx
蘅	艹衡ch
鸻	鸟行nx
姮	女亘ng
烘	火共hg
宏	宀厷bh｜宀厶bs
哄	口共kg
轰	车双iu
虹	虫工ig
洪	氵共dg
鸿	氵鸟dn｜鸟江nj
薨	艹死cs
弘	弓厶gs
泓	氵弘dh｜氵厶ds
纮	纟厷sh｜纟厶ss
闳	门厶ms
竑	立厷lh｜立厶ls
黉	丶黄dh｜黄冖hb
翃	羽厷yh｜羽厶ys
訇	勹言gy｜言勹yg
蕻	艹共cg
讧	讠工yg
荭	艹红ch
玒	王工wg
谼	谷共gg
𫟹	金共jg
𬭎	钅宏jh
后	𠂆口pk
厚	厂子iz
吼	口孔kk
侯	亻矢ru
猴	犭侯qh
候	亻矢ru
喉	口侯kh
齁	鼻句bj
鲎	丶鱼dy｜鱼冖yb
堠	土侯th
垕	土后th
逅	辶后zh
糇	米侯mh
瘊	疒侯bh
骺	骨后gh
篌	竹侯vh
郈	耳后eh
鲘	鱼后yh
𬭤	金侯jh
壶	士业uy
户	丶丿dp｜丶尸du
湖	氵胡dh
胡	月古og
虎	虍几hj
乎	丿丨pa
糊	米胡mh
互	一一aa｜二𠃍ea
呼	口乎kh
护	扌户fh
沪	氵户dh
忽	心勿xw
弧	弓瓜gg
狐	犭瓜qg
斛	角斗jd
瑚	王胡wh
瓠	瓜夸gk
縠	殳糸us｜糸殳su
笏	𥫗勿vw
鄠	阝亏ek｜耳雩ey
葫	艹胡ch
煳	火胡hh
扈	戶巴hb｜户邑hy
烀	火乎hh
祜	示古ug
怙	心古xg
惚	心忽xh
觳	殳角uj｜角殳ju
岵	山古ug
唿	口忽kh
冱	冫互dh
鹱	鸟又ny
鳠	.yh｜鱼又yy
蝴	虫胡ih
琥	王虎wh
淴	氵忽dh
浒	氵许dx
鹕	鸟胡nh
醐	酉胡yh
槲	木斛mh
滹	氵乎dh
囫	囗勿kw
戽	户斗hd
嫭	女乎nh
轷	车乎ih
猢	犭胡qh
昈	日户oh
昒	日勿ow
花	艹化ch
化	人匕rb
画	一凵ak
话	讠舌yu
滑	氵骨dg
华	十化uh
哗	口华kh
桦	木华mh
婳	女画nh
骅	马华mh
猾	犭骨qg
铧	金华jh
怀	心不xb
淮	氵隹dv
踝	足果zg
槐	木鬼mg
徊	彳回xh
换	扌奂fh
环	王不wb
患	心串xi
幻	幺𠃌yg
缓	纟爰sy
欢	.qy｜又欠yq
唤	口奂kh
桓	木亘mg
寰	宀睘bh｜宀𧘇by
浣	氵完dw
焕	火奂hh
獾	犭隹qv｜犭雚qg
涣	氵奂dh
洹	氵亘dg
圜	囗睘kh｜囗睘ky
豢	龹豕ju｜豕夫uf
郇	耳旬ex
鲩	鱼完yw
奂	.dd
宦	宀臣bi
萑	艹隹cv
逭	辶官zg
擐	扌睘fh｜扌睘fy
缳	纟睘sh｜纟睘sy
鹮	.nh｜.ny
澴	氵睘dh｜氵睘dy
镮	钅睘jh｜钅睘jy
漶	氵患dh
鬟	镸睘ih｜镸𧘇iy
睆	目完ow
痪	疒奂bh
貆	豸亘vg
峘	山亘ug
锾	钅爰jy
㬊	日爰oy
荁	艹亘cg
𤩽	王献wx
𬘫	纟完sw
黄	一八ad｜{廿}八cb
慌	忄荒xh
皇	白王bw
晃	日光og
荒	艹川ci
谎	言荒yh
簧	𥫗黄vh
煌	火皇hh
篁	𥫗皇vh
凰	几皇jh
幌	巾晃jh
蝗	虫皇ih
恍	忄光xg
滉	氵晃dh
遑	辶皇zh
璜	王黄wh
湟	氵皇dh
磺	石黃uh
